Switch,Scope,Scope_Reason,Verdict,Reason,Groups,Source_Sheets,Declared_Quick,Read_Quick,Read_Wide,Read_Scalar,Read_Live_Crypto,Read_Live_Stock,Values_Defined,TFs_Tested,Empirical_Rows,Unique_Behaviors,Unique_Deltas
RSI_MACD_EMA_RSI_SHORT,N/A_SIDE,exact SHORT-side field cannot alter a LONG ledger,N/A_SIDE,exact SHORT-side field cannot alter a LONG ledger,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,True,False,"[65.0,""True"",true]",,0,0,0
RSI_MACD_EMA_SCORE,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 3m,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,True,False,"[25,12]",3m,2,1,1
RSI_MACD_EMA_TF,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,TF_ALIAS,two or more timeframes have identical executed ledgers,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,True,False,"[""1h"",""3m"",""15m"",""4h"",""D""]",3m|15m|1h|4h|D,5,1,1
TRIPLE_CONF_ENABLED,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 3m,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,True,True,True,False,"[false,true]",3m,2,1,1
TRIPLE_CONF_RSI_LONG,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 3m,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,True,False,"[30.0,15.0,45.0]",3m,3,1,1
TRIPLE_CONF_RSI_SHORT,N/A_SIDE,exact SHORT-side field cannot alter a LONG ledger,N/A_SIDE,exact SHORT-side field cannot alter a LONG ledger,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,True,False,"[70.0,105.0,""True"",true]",,0,0,0
TRIPLE_CONF_SCORE,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 3m,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,True,False,"[30,45]",3m,2,1,1
TRIPLE_CONF_STOCH_LONG,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 3m,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,True,False,"[20.0,30.0]",3m,2,1,1
TRIPLE_CONF_STOCH_SHORT,N/A_SIDE,exact SHORT-side field cannot alter a LONG ledger,N/A_SIDE,exact SHORT-side field cannot alter a LONG ledger,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,True,False,"[80.0,40.0,""True"",true]",,0,0,0
TRIPLE_CONF_TF,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,TF_ALIAS,two or more timeframes have identical executed ledgers,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,True,False,"[""1h"",""3m"",""15m"",""4h"",""D""]",3m|15m|1h|4h|D,5,1,1
